,SUD_CD,YEAR_3_BEING_CO,YEAR_3_OPBIZ_STOR_CO,RELM_AR,THSMON_SELNG_AMT,YEAR_3_BEING_RT,VIATR_FCLTY_CO,HSHLD_INCOME_TOTAMT,POPLTN_CO,RENT_CO,TOT_REPOP_CO,SALE_MT_AVG,TOT_BSN_MT,TOT_STOR_CO,SALE_MT_AVG_90,SIMILR_INDUTY_STOR_CO,OPBIZ_STOR_CO,CLSBIZ_STOR_CO
19,1123000167,0.421875,0.8013392857142857,4511.13210114,246127800.04017857,21.882440476190478,2.0,36508015.0,18.0,3.8236607142857144,82.17857142857143,37.489508928571425,273.015625,8.950892857142858,65.20691964285714,7.205357142857143,0.30357142857142855,0.24776785714285715
20,1123000188,1.2280701754385965,1.6842105263157894,10463.6082986,120540026.15789473,47.60233918128655,3.0,152897117.0,59.0,2.43859649122807,99.52631578947368,32.62280701754386,641.5263157894736,16.70175438596491,60.63157894736842,13.263157894736842,0.3508771929824561,0.24561403508771928
21,1123000194,0.525,0.575,2892.15962561,126743560.1,40.0,1.0,54389255.0,20.0,1.975,86.8,40.46,272.875,6.35,82.34,6.425,0.325,0.175
22,1123000196,0.4759036144578313,1.2771084337349397,4319.80429391,90990846.63253012,18.512621916236373,3.0,71549503.0,28.0,2.572289156626506,84.8433734939759,31.94277108433735,382.5722891566265,12.53012048192771,54.94819277108434,6.879518072289157,0.2710843373493976,0.22289156626506024
23,1123000199,0.0,0.0,3765.81130832,72525270.66666667,0.0,2.0,8675386.0,5.0,1.0,23.0,50.0,250.0,5.0,63.1,3.6666666666666665,0.0,0.3333333333333333
24,1123000204,0.5024630541871922,0.7093596059113301,4623.78894414,258442457.83251232,35.229885057471265,1.0,11378791.0,6.0,2.3694581280788176,94.48768472906404,48.878325123152706,396.29064039408865,8.251231527093596,56.33990147783251,6.615763546798029,0.1625615763546798,0.12807881773399016
25,1123000216,0.5284552845528455,0.8780487804878049,4814.16819106,138694119.34146342,24.823848238482388,1.0,97133435.0,36.0,1.910569105691057,117.91056910569105,42.44959349593496,331.7317073170732,6.991869918699187,75.02439024390245,10.34959349593496,0.10569105691056911,0.032520325203252036
26,1123000221,1.4088888888888889,2.8933333333333335,12392.3332501,1061144830.3555555,33.672229005562336,7.0,390275321.0,133.0,5.4,238.64444444444445,34.85111111111111,784.7377777777778,23.182222222222222,65.63644444444445,18.0,0.5777777777777777,0.5155555555555555
27,1123000247,0.7029702970297029,1.2904290429042904,6884.19895901,305839894.69966996,27.51846613232752,4.0,399904508.0,145.0,2.607260726072607,264.7788778877888,35.203630363036304,410.5115511551155,11.37953795379538,68.53201320132014,8.33993399339934,0.22112211221122113,0.18811881188118812
28,1123000250,0.5333333333333333,0.5333333333333333,4363.73234781,13310612.633333333,46.666666666666664,1.0,65615602.0,32.0,1.1333333333333333,66.93333333333334,42.84,308.23333333333335,7.266666666666667,79.08,8.866666666666667,0.06666666666666667,0.2
29,1123000254,0.6931818181818182,1.5738636363636365,8772.93835973,707508091.0284091,25.47145562770563,7.0,32622877.0,14.0,3.1306818181818183,34.44318181818182,38.08295454545455,567.5340909090909,12.840909090909092,71.35965909090909,11.676136363636363,0.23295454545454544,0.25
30,1123000259,0.25,0.25,844.24786557,113610612.91666667,25.0,1.0,11191269.0,7.0,1.0,59.0,48.083333333333336,194.25,4.0,76.22500000000001,2.6666666666666665,0.0,0.0
31,1123000264,0.2765957446808511,0.5531914893617021,4542.37238945,17370628.297872342,25.53191489361702,3.0,21059597.0,9.0,1.0,388.8510638297872,30.299999999999997,130.68085106382978,4.319148936170213,76.12765957446808,4.0,0.10638297872340426,0.02127659574468085
32,1123000268,0.48936170212765956,0.6737588652482269,3047.33205643,231325569.9432624,34.57446808510638,2.0,45368573.0,24.0,2.00709219858156,73.07801418439716,42.242553191489364,223.63120567375887,5.283687943262412,66.60992907801419,7.070921985815603,0.09929078014184398,0.0851063829787234
33,1123000270,0.8333333333333334,1.2142857142857142,2018.08693897,83086713.64285715,44.642857142857146,1.0,31002722.0,12.0,2.0714285714285716,61.0,36.35952380952381,357.9761904761905,9.904761904761905,49.311904761904756,6.214285714285714,0.23809523809523808,0.38095238095238093
34,1123000282,0.04411764705882353,0.27941176470588236,3938.34616373,142662320.17647058,4.411764705882353,1.0,51714705.0,27.0,1.8676470588235294,152.76470588235293,40.19117647058823,198.01470588235293,4.588235294117647,64.61323529411764,4.5588235294117645,0.16176470588235295,0.19117647058823528
35,1123000311,0.610738255033557,0.6778523489932886,12826.3621649,184706057.79865772,42.81879194630873,2.0,159483949.0,84.0,2.5704697986577183,345.96644295302013,41.232885906040266,450.7852348993289,10.288590604026846,62.62080536912752,9.120805369127517,0.10738255033557047,0.09395973154362416
36,1123000313,2.0883838383838382,3.648989898989899,12629.6218867,1483016907.4318182,39.603702972745566,8.0,76015694.0,34.0,8.558080808080808,143.78787878787878,29.441666666666666,833.5025252525253,26.28787878787879,60.90707070707071,18.982323232323232,0.7727272727272727,0.696969696969697
37,1123000322,0.6788990825688074,1.4220183486238531,5494.435008,26703986.779816512,26.347750109217998,3.0,63684362.0,33.0,1.7522935779816513,86.91743119266054,28.63119266055046,251.90825688073394,9.357798165137615,68.45412844036697,7.871559633027523,0.13761467889908258,0.1559633027522936
38,1123000334,0.7480916030534351,1.1603053435114503,6665.12189398,169246594.02290076,34.671937477280984,4.0,55911112.0,19.0,1.6870229007633588,104.49618320610686,30.948091603053438,286.14503816793894,8.404580152671755,55.17404580152672,5.7251908396946565,0.15267175572519084,0.12213740458015267
39,1123000339,0.45408163265306123,0.8316326530612245,5393.1096788,82976589.36734694,28.92006802721088,1.0,93286531.0,41.0,3.13265306122449,129.09183673469389,34.69183673469388,359.10714285714283,11.877551020408163,44.454081632653065,6.989795918367347,0.23469387755102042,0.20408163265306123
40,1123000343,0.0,1.0,2410.66251465,215606771.75,0.0,2.0,15703126.0,6.0,1.0,54.0,17.05,68.0,4.0,78.5,4.5,0.0,0.0
41,1123000351,0.5194805194805194,0.538961038961039,6009.65176534,137909714.3961039,33.76623376623377,4.0,75698481.0,36.0,3.116883116883117,111.27272727272727,48.16753246753247,271.23376623376623,5.824675324675325,69.04090909090908,5.974025974025974,0.14935064935064934,0.13636363636363635
42,1123000354,0.7634408602150538,0.9623655913978495,7580.06307624,62442967.79032258,46.95340501792115,1.0,37139627.0,15.0,2.8763440860215055,41.623655913978496,33.83010752688172,369.23655913978496,11.005376344086022,76.23279569892473,8.204301075268818,0.34946236559139787,0.17204301075268819
43,1123000361,0.3111111111111111,0.4444444444444444,4014.57137912,56772144.31111111,20.0,2.0,31818947.0,16.0,1.8222222222222222,44.0,46.62444444444444,198.66666666666666,4.266666666666667,80.59777777777778,3.2666666666666666,0.1111111111111111,0.08888888888888889
44,1123000366,0.05555555555555555,0.05555555555555555,4162.11914876,302758272.3611111,5.555555555555555,2.0,53084611.0,22.0,1.5555555555555556,83.0,46.099999999999994,166.38888888888889,3.7777777777777777,53.06111111111111,3.4444444444444446,0.2777777777777778,0.1388888888888889
45,1123000367,0.6956521739130435,1.173913043478261,1846.27520857,3944883.8695652173,26.08695652173913,1.0,17971144.0,10.0,1.565217391304348,46.95652173913044,34.743478260869566,213.69565217391303,6.3478260869565215,54.30869565217391,3.782608695652174,0.13043478260869565,0.08695652173913043
46,1123000368,0.6,0.6,2351.50251293,87524365.4,60.0,1.0,28219101.0,18.0,1.5,72.0,39.60666666666667,113.83333333333333,2.7666666666666666,114.83333333333333,3.433333333333333,0.1,0.0
47,1123000369,0.23703703703703705,1.1703703703703703,4316.36084581,205013723.26666668,13.024691358024691,2.0,45960867.0,20.0,4.185185185185185,85.4074074074074,42.79925925925926,359.34814814814814,10.4,70.08962962962963,6.925925925925926,0.13333333333333333,0.18518518518518517
48,1123000377,0.375,0.55,3559.8220323699998,42204524.5375,37.5,1.0,39011422.0,20.0,1.9625,82.475,25.0375,188.4,8.925,27.986250000000002,3.7375,0.475,0.2875
49,1123000380,0.7342995169082126,1.070048309178744,4071.0069535699995,422034774.4154589,33.517368299976994,1.0,7728234.0,5.0,4.321256038647343,21.77777777777778,39.49903381642512,297.2705314009662,7.934782608695652,65.27826086956522,7.157004830917875,0.18840579710144928,0.18840579710144928
50,1123000394,0.5978260869565217,2.7989130434782608,6970.93472206,718584147.2173913,15.405808403730399,5.0,66208448.0,29.0,1.8369565217391304,108.26086956521739,40.18260869565218,809.4728260869565,25.293478260869566,62.351630434782614,10.03804347826087,0.19021739130434784,0.5815217391304348
51,1123000409,0.48717948717948717,0.7948717948717948,4729.65338142,6844228.666666667,32.05128205128205,1.0,1311269.0,1.0,1.6923076923076923,6.230769230769231,35.34102564102564,253.15384615384616,7.102564102564102,88.93076923076923,8.153846153846153,0.05128205128205128,0.10256410256410256
52,1123000432,1.0,1.3333333333333333,8280.65284575,14748505.5,26.666666666666668,1.0,487680893.0,130.0,1.0,315.0,27.53333333333333,419.5,11.833333333333334,51.666666666666664,8.666666666666666,0.6666666666666666,0.6666666666666666
53,1123000470,0.40384615384615385,0.8461538461538461,3949.34350749,53971709.82692308,24.19871794871795,2.0,198865881.0,52.0,2.173076923076923,153.94230769230768,39.10192307692308,408.0,10.076923076923077,67.16730769230769,8.173076923076923,0.0,0.25
54,1123000474,0.42857142857142855,0.42857142857142855,4981.89738597,793651.1428571428,42.857142857142854,1.0,47480371.0,21.0,1.0952380952380953,103.71428571428571,58.44761904761905,313.42857142857144,5.285714285714286,63.909523809523805,4.857142857142857,0.047619047619047616,0.047619047619047616
55,1123000498,0.5059288537549407,0.5059288537549407,6570.05535661,96528708.44268775,35.96837944664031,1.0,52765662.0,19.0,2.486166007905138,50.66798418972332,40.819367588932806,278.0316205533597,6.355731225296442,74.3913043478261,5.996047430830039,0.11462450592885376,0.13043478260869565
56,1123000520,1.105263157894737,1.456140350877193,6492.02410893,85118999.57894737,65.49707602339181,1.0,4603096.0,2.0,3.1578947368421053,11.947368421052632,44.12456140350877,564.7017543859649,12.298245614035087,47.873684210526314,6.859649122807017,0.03508771929824561,0.017543859649122806
57,1123000524,0.8695652173913043,1.7826086956521738,3560.15397671,243669568.39613527,37.72141706924315,2.0,2203839.0,2.0,3.2705314009661834,14.41062801932367,33.08309178743961,316.32367149758454,11.028985507246377,63.88309178743961,7.526570048309178,0.21256038647342995,0.11594202898550725
58,1123000526,0.0,0.21348314606741572,5716.78029794,79547853.84269662,0.0,1.0,11530434.0,2.0,1.6179775280898876,18.50561797752809,22.742696629213484,122.82022471910112,4.730337078651686,67.6932584269663,3.359550561797753,0.14606741573033707,0.1797752808988764
59,1123000528,0.375,0.84375,1943.83552247,13698772.09375,24.479166666666664,1.0,52611424.0,19.0,2.0625,54.25,29.421875,177.5625,6.46875,47.3125,4.09375,0.25,0.15625
60,1123000543,2.5093457943925235,4.154205607476635,11651.5127601,117218710.25233644,35.11914098362696,2.0,6853745.0,3.0,6.196261682242991,19.766355140186917,45.46214953271028,995.411214953271,24.630841121495326,64.153738317757,19.439252336448597,0.5514018691588785,0.3598130841121495
61,1123000548,0.43089430894308944,0.5040650406504065,2482.52158477,134770844.8211382,36.58536585365854,1.0,28909103.0,11.0,1.853658536585366,35.59349593495935,54.108130081300814,310.4227642276423,5.739837398373984,64.33739837398375,5.40650406504065,0.11382113821138211,0.10569105691056911
62,1123000551,0.45544554455445546,0.6633663366336634,10360.0348741,45225616.97029703,36.633663366336634,1.0,17850091.0,9.0,2.613861386138614,39.48514851485149,39.597029702970296,157.17821782178217,4.0594059405940595,64.80990099009901,5.99009900990099,0.0891089108910891,0.0594059405940594
63,1123000553,0.325,0.475,2315.44433707,31164210.075,22.666666666666664,1.0,6293096.0,4.0,1.5,27.5,30.845,153.025,6.175,50.6325,4.05,0.125,0.15
64,1123000556,0.9901477832512315,1.9113300492610839,9303.72420376,260588520.78325123,35.6110720150129,2.0,25755912.0,10.0,2.4433497536945814,70.98522167487685,36.16699507389163,474.9162561576355,12.926108374384237,57.13152709359606,9.05911330049261,0.2413793103448276,0.23645320197044334
65,1123000557,0.75,0.9642857142857143,2772.82436557,672785354.5714285,60.714285714285715,1.0,36870618.0,13.0,1.0,52.857142857142854,41.589285714285715,250.5,7.178571428571429,39.785714285714285,4.75,0.0,0.0
66,1123000565,1.0909090909090908,1.5606060606060606,4675.14201419,20125488.696969695,58.080808080808076,1.0,59212320.0,23.0,2.212121212121212,45.75757575757576,40.25757575757576,521.2424242424242,14.257575757575758,64.97727272727273,8.0,0.13636363636363635,0.22727272727272727
67,1123000571,0.09836065573770492,0.3442622950819672,1716.47034127,147455270.37704918,7.377049180327869,4.0,12182353.0,5.0,2.0163934426229506,32.704918032786885,43.721311475409834,142.80327868852459,3.4098360655737703,51.00983606557377,2.8688524590163933,0.08196721311475409,0.03278688524590164
68,1123000581,0.6100917431192661,1.4174311926605505,10109.4401727,2942289436.6009173,25.30581039755352,1.0,68346466.0,25.0,4.279816513761468,76.03669724770643,44.06100917431192,414.79816513761466,10.211009174311927,71.31009174311927,10.34862385321101,0.06422018348623854,0.16055045871559634
69,1123000583,0.8,1.4233333333333333,6558.03722184,208708254.55333334,30.11904761904762,2.0,208315994.0,80.0,3.66,212.60666666666665,43.54566666666667,737.2,17.516666666666666,65.59233333333333,13.116666666666667,0.25333333333333335,0.27
70,1123000589,1.1476923076923078,1.36,9406.4401534,322496723.1230769,50.23882783882784,5.0,20199131.0,11.0,5.252307692307692,44.00923076923077,40.82861538461538,566.7076923076924,14.587692307692308,66.02123076923077,11.455384615384615,0.3076923076923077,0.3507692307692308
71,1123000595,1.0,1.3333333333333333,1885.58957413,572395031.0,83.33333333333333,1.0,9234179.0,6.0,1.0,28.0,35.599999999999994,296.77777777777777,8.333333333333334,56.099999999999994,3.6666666666666665,0.1111111111111111,0.3333333333333333
72,1123000604,0.3673469387755102,0.3673469387755102,2093.01953685,104912080.63265306,30.612244897959183,1.0,13917987.0,6.0,2.4285714285714284,21.020408163265305,39.357142857142854,185.3877551020408,4.755102040816326,74.70204081632653,5.714285714285714,0.0,0.0
73,1123000605,0.28421052631578947,0.8736842105263158,4346.21841473,218341063.23157895,19.12280701754386,1.0,99776805.0,45.0,1.2421052631578948,41.747368421052634,29.742105263157896,201.3684210526316,7.2,55.373684210526314,4.905263157894737,0.12631578947368421,0.15789473684210525
74,1123000626,0.9910112359550561,2.2808988764044944,3635.86047217,285026362.8426966,28.682116260767945,3.0,44739130.0,15.0,4.887640449438202,28.89887640449438,30.319550561797755,536.561797752809,18.39325842696629,60.39752808988764,10.364044943820225,0.47191011235955055,0.503370786516854
75,1123000628,0.06896551724137931,0.06896551724137931,3183.56836114,257665161.95402297,6.896551724137931,1.0,86211823.0,34.0,2.689655172413793,108.05747126436782,54.83563218390805,230.48275862068965,4.275862068965517,76.73563218390805,3.0919540229885056,0.04597701149425287,0.05747126436781609
76,1123000630,0.75,1.4444444444444444,4726.51273309,497492173.3611111,55.55555555555556,2.0,30336904.0,13.0,3.0,95.33333333333333,32.61388888888889,406.6388888888889,12.555555555555555,47.44166666666667,6.361111111111111,0.3611111111111111,0.3611111111111111
77,1123000632,0.3695652173913043,0.41304347826086957,3291.44978894,136530678.17391303,36.95652173913044,1.0,108539999.0,50.0,1.2608695652173914,137.82608695652175,38.45869565217391,188.30434782608697,5.043478260869565,52.619565217391305,4.413043478260869,0.08695652173913043,0.0
78,1123000638,1.6666666666666667,2.0,4376.3797947,2903191.3333333335,74.07407407407408,1.0,37040587.0,12.0,1.0,53.0,28.477777777777778,294.1111111111111,10.555555555555555,44.78888888888889,3.6666666666666665,0.0,0.0
79,1123000642,0.6170212765957447,1.148936170212766,9087.70959967,1164256245.4148936,36.808510638297875,5.0,84449503.0,31.0,1.8617021276595744,62.96808510638298,38.59893617021277,397.5744680851064,9.648936170212766,63.83723404255319,8.425531914893616,0.19148936170212766,0.05319148936170213
80,1123000654,0.7714285714285715,1.1979591836734693,6619.07270546,513077237.06734693,37.18091998704244,1.0,247095751.0,91.0,4.442857142857143,211.94897959183675,38.40632653061224,503.44489795918366,13.1,59.527346938775516,10.06326530612245,0.1489795918367347,0.1653061224489796
81,1123000656,0.3157894736842105,0.3157894736842105,2449.27811575,223771620.02631578,31.57894736842105,1.0,85997644.0,33.0,2.5,76.63157894736842,56.24210526315789,222.02631578947367,3.9473684210526314,62.8421052631579,3.8947368421052633,0.0,0.02631578947368421
82,1123000664,0.1696969696969697,0.9696969696969697,5699.66764004,84419798.75757575,8.484848484848484,5.0,53079814.0,17.0,4.048484848484849,48.72121212121212,35.3430303030303,218.78787878787878,6.587878787878788,48.85939393939394,4.315151515151515,0.20606060606060606,0.10909090909090909
83,1123000666,0.6666666666666666,0.6666666666666666,5564.95403295,550696838.6666666,47.69230769230769,3.0,95668291.0,42.0,4.846153846153846,120.56923076923077,44.548205128205126,216.32820512820513,4.98974358974359,71.77692307692308,7.871794871794871,0.08717948717948718,0.13846153846153847
84,1123000675,0.6174863387978142,1.3333333333333333,7731.024474359999,195414692.72131148,32.513661202185794,12.0,17597864.0,4.0,3.453551912568306,24.065573770491802,35.57103825136612,320.21311475409834,10.229508196721312,51.08743169398907,8.224043715846994,0.34972677595628415,0.19672131147540983
85,1123000679,0.7391304347826086,0.8478260869565217,3943.5630288100006,157162402.04347825,52.53623188405797,1.0,143929348.0,60.0,1.7173913043478262,126.71739130434783,37.18043478260869,226.06521739130434,5.956521739130435,68.49347826086957,4.891304347826087,0.10869565217391304,0.10869565217391304
86,1123000682,0.46218487394957986,0.8823529411764706,5662.974460080001,210602236.1932773,28.893557422969188,1.0,11517554.0,7.0,1.7142857142857142,54.9327731092437,33.061344537815124,247.38655462184875,8.445378151260504,63.325210084033614,6.361344537815126,0.20168067226890757,0.16806722689075632
87,1123000685,0.0,0.0,1970.57507247,9038267.0,0.0,1.0,35560248.0,17.0,1.0,31.0,27.983333333333334,65.66666666666667,2.0,108.53333333333335,3.6666666666666665,0.0,0.0
88,1123000692,0.0,0.0,4347.51199684,54618582.666666664,0.0,1.0,80504087.0,35.0,1.0,144.0,36.766666666666666,147.0,4.0,100.40000000000002,4.0,0.0,0.0
89,1123000697,0.5277777777777778,1.1388888888888888,3301.47939503,75172943.30555555,38.425925925925924,1.0,14230185.0,6.0,1.2222222222222223,20.555555555555557,38.791666666666664,234.58333333333334,5.916666666666667,56.77222222222222,4.583333333333333,0.1111111111111111,0.2222222222222222
90,1123000706,0.23809523809523808,0.6666666666666666,1399.67737773,112511910.28571428,23.80952380952381,1.0,9615820.0,4.0,1.2857142857142858,18.571428571428573,25.466666666666665,86.61904761904762,3.3333333333333335,26.342857142857145,1.3333333333333333,0.0,0.0
91,1123000714,0.24324324324324326,0.5135135135135135,3931.3436902700005,51773819.5,13.175675675675675,1.0,40897613.0,22.0,2.189189189189189,105.24324324324324,38.798648648648644,265.7567567567568,7.837837837837838,52.304054054054056,5.4324324324324325,0.24324324324324326,0.21621621621621623
92,1123000715,0.38271604938271603,0.38271604938271603,1539.3655359,22256655.728395063,38.27160493827161,1.0,44806098.0,18.0,2.074074074074074,50.2962962962963,39.96913580246913,176.41975308641975,3.9135802469135803,80.55925925925926,6.864197530864198,0.20987654320987653,0.345679012345679
93,1123000720,0.6016260162601627,1.951219512195122,8968.58069041,687596620.3130082,16.99235385210995,4.0,7047956.0,2.0,2.6910569105691056,27.32520325203252,36.77764227642276,603.979674796748,17.71951219512195,43.7219512195122,8.487804878048781,0.16666666666666666,0.24390243902439024
94,1123000727,0.3402061855670103,0.6288659793814433,5519.61595065,1396749430.3917525,14.312714776632301,3.0,20314736.0,6.0,2.9381443298969074,18.567010309278352,45.24432989690722,460.9484536082474,11.010309278350515,65.02886597938145,8.948453608247423,0.1958762886597938,0.09278350515463918
95,1123000728,0.3854166666666667,1.1145833333333333,2847.02821333,108034166.90625,23.350694444444443,3.0,31981299.0,13.0,1.7083333333333333,49.375,30.76770833333333,247.45833333333334,8.59375,64.71249999999999,6.197916666666667,0.23958333333333334,0.25
96,1123000732,1.191358024691358,1.5802469135802468,2573.09926262,413509995.6296296,52.26876347246717,1.0,84030060.0,36.0,3.574074074074074,91.55555555555556,39.839506172839506,533.7777777777778,13.401234567901234,51.20246913580247,10.246913580246913,0.20987654320987653,0.1419753086419753
97,1123000734,0.42857142857142855,0.42857142857142855,2058.93791616,260900049.7857143,42.857142857142854,1.0,16287368.0,6.0,1.0,21.0,30.642857142857142,52.07142857142857,1.8571428571428572,87.72857142857143,3.357142857142857,0.0,0.0
98,1123000735,0.0,0.3076923076923077,2731.01032122,149082001.30769232,0.0,1.0,1692570.0,1.0,1.0,21.0,25.023076923076925,123.92307692307692,4.538461538461538,51.315384615384616,4.230769230769231,0.6153846153846154,0.3076923076923077
99,1123000737,0.8272251308900523,0.8429319371727748,5914.93846871,220791512.67015707,45.026178010471206,2.0,27960959.0,10.0,2.696335078534031,36.44502617801047,29.87801047120419,231.35602094240838,7.994764397905759,51.567539267015704,6.0837696335078535,0.18324607329842932,0.041884816753926704
100,1123000739,0.735632183908046,1.0459770114942528,8825.02822343,340643790.0804598,30.78544061302682,1.0,632936796.0,194.0,2.4022988505747125,390.58620689655174,38.179310344827584,427.4022988505747,11.758620689655173,42.61494252873563,7.114942528735632,0.1839080459770115,0.1724137931034483
101,1123000746,0.5737179487179487,0.8365384615384616,3797.5155461,485966030.94551283,37.863247863247864,2.0,54010525.0,23.0,2.8685897435897436,98.80448717948718,35.381410256410255,385.84615384615387,11.314102564102564,48.74391025641026,6.75,0.22756410256410256,0.1794871794871795
102,1123000749,0.0,0.0,4240.11981196,135223383.33333334,0.0,1.0,4837398.0,3.0,1.7777777777777777,7.111111111111111,35.53703703703704,102.44444444444444,2.888888888888889,32.91851851851852,1.7777777777777777,0.1111111111111111,0.0
103,1123000750,0.0,0.0,1467.73517561,76195125.66666667,0.0,1.0,8714210.0,5.0,1.0,25.0,45.70000000000001,137.0,3.0,56.6,3.0,0.0,0.0
104,1123000751,0.5775862068965517,0.9913793103448276,4006.09273558,52157015.50862069,28.304597701149426,2.0,28727274.0,15.0,2.3017241379310347,31.79310344827586,26.276724137931033,298.4310344827586,8.017241379310345,40.31206896551724,6.4655172413793105,0.29310344827586204,0.13793103448275862
