STDR_YYQU_CD,SUD_CD,SVC_INDUTY_CD,YEAR_3_BEING_CO,YEAR_3_OPBIZ_STOR_CO,RELM_AR,THSMON_SELNG_AMT,YEAR_3_BEING_RT,VIATR_FCLTY_CO,HSHLD_INCOME_TOTAMT,POPLTN_CO,RENT_CO,TOT_REPOP_CO,SALE_MT_AVG,TOT_BSN_MT,TOT_STOR_CO,SALE_MT_AVG_90,TOT_BSN_MT_90,TOT_STOR_CO_90,STOR_CO,SIMILR_INDUTY_STOR_CO,OPBIZ_STOR_CO,CLSBIZ_STOR_CO,FRC_STOR_CO
20214,1123000022,CS300000,3,3,5528.57732,99937269,100,1,35135883,16,3,51,51,1173,23,89,5965,67,26,28,0,0,2
20214,1123000022,CS300000,3,3,5528.57732,99937269,100,1,35135883,16,2,51,51,1173,23,89,5965,67,26,28,0,0,2
20214,1123000022,CS300028,0,0,5528.57732,99937269,0,1,35135883,16,5,51,59,118,2,97.8,489,5,1,1,0,0,0
20214,1123000022,CS300028,0,0,5528.57732,99937269,0,1,35135883,16,3,51,59,118,2,97.8,489,5,1,1,0,0,0
20214,1123000022,CS300028,0,0,5528.57732,99937269,0,1,35135883,16,2,51,59,118,2,97.8,489,5,1,1,0,0,0
20221,1123000022,CS000000,1,1,5528.57732,71041513,100,1,35135883,16,5,51,55.4,1441,26,91,7373,81,32,34,0,0,2
20221,1123000022,CS000000,1,1,5528.57732,71041513,100,1,35135883,16,2,51,55.4,1441,26,91,7373,81,32,34,0,0,2
20221,1123000022,CS000000,1,1,5528.57732,71041513,100,1,35135883,16,3,51,55.4,1441,26,91,7373,81,32,34,0,0,2
20221,1123000022,CS300000,1,1,5528.57732,71041513,100,1,35135883,16,5,51,53.9,1185,22,90.2,6043,67,26,28,0,0,2
20221,1123000022,CS300000,1,1,5528.57732,71041513,100,1,35135883,16,2,51,53.9,1185,22,90.2,6043,67,26,28,0,0,2
20221,1123000022,CS300000,1,1,5528.57732,71041513,100,1,35135883,16,3,51,53.9,1185,22,90.2,6043,67,26,28,0,0,2
20221,1123000022,CS300028,0,0,5528.57732,71041513,0,1,35135883,16,5,51,60.5,121,2,98.4,492,5,1,1,0,0,0
20221,1123000022,CS300028,0,0,5528.57732,71041513,0,1,35135883,16,2,51,60.5,121,2,98.4,492,5,1,1,0,0,0
20221,1123000022,CS300028,0,0,5528.57732,71041513,0,1,35135883,16,3,51,60.5,121,2,98.4,492,5,1,1,0,0,0
20222,1123000022,CS000000,1,1,5528.57732,84976015,100,1,35135883,16,3,51,57.6,1498,26,92.2,7469,81,32,33,0,1,1
20222,1123000022,CS000000,1,1,5528.57732,84976015,100,1,35135883,16,1,51,57.6,1498,26,92.2,7469,81,32,33,0,1,1
20222,1123000022,CS000000,1,1,5528.57732,84976015,100,1,35135883,16,2,51,57.6,1498,26,92.2,7469,81,32,33,0,1,1
20222,1123000022,CS300000,1,1,5528.57732,84976015,100,1,35135883,16,3,51,56,1233,22,91.4,6121,67,26,27,0,1,1
20222,1123000022,CS300000,1,1,5528.57732,84976015,100,1,35135883,16,1,51,56,1233,22,91.4,6121,67,26,27,0,1,1
20222,1123000022,CS300000,1,1,5528.57732,84976015,100,1,35135883,16,2,51,56,1233,22,91.4,6121,67,26,27,0,1,1
20223,1123000022,CS000000,0,0,5528.57732,52706642,0,1,35135883,16,3,51,57.6,1555,27,92.3,7565,82,33,34,1,0,1
20223,1123000022,CS300000,0,0,5528.57732,52706642,0,1,35135883,16,3,51,55.7,1281,23,91.2,6199,68,27,28,1,0,1
20224,1123000022,CS000000,1,1,5528.57732,110253690,100,1,35135883,16,1,60,59.8,1615,27,93.5,7664,82,33,34,0,0,1
20224,1123000022,CS300000,1,1,5528.57732,110253690,100,1,35135883,16,1,60,57.9,1332,23,92.4,6280,68,27,28,0,0,1
20231,1123000022,CS000000,1,1,5528.57732,78473247,100,1,35135883,16,1,60,62,1675,27,94.7,7763,82,33,33,0,1,0
20231,1123000022,CS300000,1,1,5528.57732,78473247,100,1,35135883,16,1,60,60.1,1383,23,93.5,6361,68,27,27,0,1,0
20232,1123000022,CS000000,1,1,5528.57732,63609778,100,1,35135883,16,4,60,62.1,1614,26,95.9,7862,82,33,33,0,0,0
20232,1123000022,CS000000,1,1,5528.57732,63609778,100,1,35135883,16,2,60,62.1,1614,26,95.9,7862,82,33,33,0,0,0
20232,1123000022,CS300000,1,1,5528.57732,63609778,100,1,35135883,16,4,60,59.7,1313,22,94.7,6442,68,27,27,0,0,0
20232,1123000022,CS300000,1,1,5528.57732,63609778,100,1,35135883,16,2,60,59.7,1313,22,94.7,6442,68,27,27,0,0,0
20233,1123000022,CS000000,2,2,5528.57732,86393912,100,1,35135883,16,4,60,62,1549,25,97.1,7961,82,33,33,0,0,0
20233,1123000022,CS000000,2,2,5528.57732,86393912,100,1,35135883,16,2,60,62,1549,25,97.1,7961,82,33,33,0,0,0
20233,1123000022,CS300000,2,2,5528.57732,86393912,100,1,35135883,16,4,60,59,1239,21,95.9,6523,68,27,27,0,0,0
20233,1123000022,CS300000,2,2,5528.57732,86393912,100,1,35135883,16,2,60,59,1239,21,95.9,6523,68,27,27,0,0,0
20194,1123000029,CS000000,2,4,7199.089302,649078029,50,5,16864920,11,4,47,34.1,1125,33,53.2,5430,102,18,24,2,0,6
20194,1123000029,CS000000,2,4,7199.089302,649078029,50,5,16864920,11,1,47,34.1,1125,33,53.2,5430,102,18,24,2,0,6
20194,1123000029,CS000000,2,4,7199.089302,649078029,50,5,16864920,11,3,47,34.1,1125,33,53.2,5430,102,18,24,2,0,6
20194,1123000029,CS100000,0,1,7199.089302,290990754,0,5,16864920,11,4,47,31.1,373,12,43.1,1767,41,4,5,0,0,1
20194,1123000029,CS100000,0,1,7199.089302,290990754,0,5,16864920,11,1,47,31.1,373,12,43.1,1767,41,4,5,0,0,1
20194,1123000029,CS100000,0,1,7199.089302,290990754,0,5,16864920,11,3,47,31.1,373,12,43.1,1767,41,4,5,0,0,1
20194,1123000029,CS100001,0,0,7199.089302,290990754,0,5,16864920,11,4,47,17.8,71,4,54.8,877,16,3,3,0,0,0
20194,1123000029,CS100001,0,0,7199.089302,290990754,0,5,16864920,11,1,47,17.8,71,4,54.8,877,16,3,3,0,0,0
20194,1123000029,CS100001,0,0,7199.089302,290990754,0,5,16864920,11,3,47,17.8,71,4,54.8,877,16,3,3,0,0,0
20194,1123000029,CS200000,1,2,7199.089302,38454818,50,5,16864920,11,4,47,27.4,274,10,68.8,1307,19,8,10,2,0,2
20194,1123000029,CS200000,1,2,7199.089302,38454818,50,5,16864920,11,1,47,27.4,274,10,68.8,1307,19,8,10,2,0,2
20194,1123000029,CS200000,1,2,7199.089302,38454818,50,5,16864920,11,3,47,27.4,274,10,68.8,1307,19,8,10,2,0,2
20194,1123000029,CS300000,1,1,7199.089302,319632457,100,5,16864920,11,4,47,43.5,478,11,56.1,2356,42,6,9,0,0,3
20194,1123000029,CS300000,1,1,7199.089302,319632457,100,5,16864920,11,1,47,43.5,478,11,56.1,2356,42,6,9,0,0,3
20194,1123000029,CS300000,1,1,7199.089302,319632457,100,5,16864920,11,3,47,43.5,478,11,56.1,2356,42,6,9,0,0,3
20194,1123000029,CS300002,1,1,7199.089302,319632457,100,5,16864920,11,4,47,49.7,149,3,73,365,5,0,2,0,0,2
20194,1123000029,CS300002,1,1,7199.089302,319632457,100,5,16864920,11,1,47,49.7,149,3,73,365,5,0,2,0,0,2
20194,1123000029,CS300002,1,1,7199.089302,319632457,100,5,16864920,11,3,47,49.7,149,3,73,365,5,0,2,0,0,2
20201,1123000029,CS000000,1,4,7199.089302,744319417,25,5,16864920,11,3,47,33,1121,34,52.7,5481,104,18,23,2,3,5
20201,1123000029,CS100000,0,2,7199.089302,382910166,0,5,16864920,11,3,47,29.2,380,13,42.2,1774,42,4,5,1,1,1
20201,1123000029,CS100001,0,0,7199.089302,382910166,0,5,16864920,11,3,47,15.6,78,5,52,884,17,4,4,1,0,0
20201,1123000029,CS200000,1,2,7199.089302,28795601,50,5,16864920,11,3,47,26.2,288,11,66.5,1330,20,8,9,1,2,1
20201,1123000029,CS200024,0,1,7199.089302,12117647,0,5,16864920,11,3,47,14.7,44,3,14.7,44,3,0,1,0,1,1
20201,1123000029,CS300000,0,0,7199.089302,332613650,0,5,16864920,11,3,47,45.3,453,10,56.6,2377,42,6,9,0,0,3
20201,1123000029,CS300002,0,0,7199.089302,332613650,0,5,16864920,11,3,47,51.7,155,3,74.2,371,5,0,2,0,0,2
20202,1123000029,CS000000,1,4,7199.089302,943680187,25,5,16864920,11,6,47,33.1,1158,35,52.7,5536,105,19,24,1,0,5
20202,1123000029,CS100000,0,2,7199.089302,510692624,0,5,16864920,11,6,47,29.9,389,13,42.5,1783,42,4,5,0,0,1
20202,1123000029,CS100001,0,0,7199.089302,510692624,0,5,16864920,11,6,47,17.4,87,5,52.5,893,17,4,4,0,0,0
20202,1123000029,CS200000,1,2,7199.089302,116005941,50,5,16864920,11,6,47,25.3,304,12,64.5,1355,21,9,10,1,0,1
20202,1123000029,CS200024,0,1,7199.089302,6923076,0,5,16864920,11,6,47,15.7,47,3,15.7,47,3,0,1,0,0,1
20202,1123000029,CS300000,0,0,7199.089302,316981622,0,5,16864920,11,6,47,46.5,465,10,57.1,2398,42,6,9,0,0,3
20202,1123000029,CS300002,0,0,7199.089302,316981622,0,5,16864920,11,6,47,53.7,161,3,75.4,377,5,0,2,0,0,2
20203,1123000029,CS000000,1,3,7199.089302,938162113,33.33333333,5,16864920,11,6,47,32,1024,32,53.3,5593,105,19,24,0,0,5
20203,1123000029,CS100000,0,2,7199.089302,509602223,0,5,16864920,11,6,47,31.5,346,11,42.7,1792,42,4,5,0,0,1
20203,1123000029,CS100001,0,0,7199.089302,509602223,0,5,16864920,11,6,47,15.8,63,4,53.1,902,17,4,4,0,0,0
20203,1123000029,CS200000,1,1,7199.089302,73433408,100,5,16864920,11,6,47,26.8,322,12,65.8,1382,21,9,10,0,0,1
20203,1123000029,CS200024,0,0,7199.089302,5276018,0,5,16864920,11,6,47,16.7,50,3,16.7,50,3,0,1,0,0,1
20203,1123000029,CS300000,0,0,7199.089302,355126482,0,5,16864920,11,6,47,39.6,356,9,57.6,2419,42,6,9,0,0,3
20203,1123000029,CS300002,0,0,7199.089302,355126482,0,5,16864920,11,6,47,55.7,167,3,76.6,383,5,0,2,0,0,2
20204,1123000029,CS000000,0,1,7199.089302,673369926,0,5,16864920,11,3,45,31.6,981,31,53.8,5650,105,18,23,0,1,5
20204,1123000029,CS100000,0,1,7199.089302,330389765,0,5,16864920,11,3,45,32.3,355,11,42.9,1801,42,4,5,0,0,1
20204,1123000029,CS100001,0,0,7199.089302,330389765,0,5,16864920,11,3,45,18,72,4,53.6,911,17,4,4,0,0,0
20204,1123000029,CS200000,0,0,7199.089302,22625473,0,5,16864920,11,3,45,28.3,340,12,67.1,1409,21,9,10,0,0,1
20204,1123000029,CS200024,0,0,7199.089302,12443438,0,5,16864920,11,3,45,17.7,53,3,17.7,53,3,0,1,0,0,1
20204,1123000029,CS300000,0,0,7199.089302,320354688,0,5,16864920,11,3,45,35.8,286,8,58.1,2440,42,5,8,0,1,3
20204,1123000029,CS300002,0,0,7199.089302,320354688,0,5,16864920,11,3,45,57.7,173,3,77.8,389,5,0,2,0,0,2
20211,1123000029,CS000000,0,1,7199.089302,806598642,0,5,16864920,11,5,45,31.8,1018,32,53.8,5708,106,19,24,1,0,5
20211,1123000029,CS100000,0,1,7199.089302,411814795,0,5,16864920,11,5,45,30.4,365,12,42.1,1811,43,5,6,1,0,1
20211,1123000029,CS100001,0,0,7199.089302,403396119,0,5,16864920,11,5,45,20.3,81,4,54.1,920,17,4,4,0,0,0
20211,1123000029,CS100009,0,0,7199.089302,8418676,0,5,16864920,11,5,45,8,16,2,26.8,107,4,1,1,1,0,0
20211,1123000029,CS200000,0,0,7199.089302,58141619,0,5,16864920,11,5,45,29.8,358,12,68.4,1436,21,9,10,0,0,1
20211,1123000029,CS200024,0,0,7199.089302,3031675,0,5,16864920,11,5,45,18.7,56,3,18.7,56,3,0,1,0,0,1
20211,1123000029,CS300000,0,0,7199.089302,336642228,0,5,16864920,11,5,45,36.9,295,8,58.6,2461,42,5,8,0,0,3
20211,1123000029,CS300002,0,0,7199.089302,336642228,0,5,16864920,11,5,45,59.7,179,3,79,395,5,0,2,0,0,2
20212,1123000029,CS000000,0,3,7199.089302,1012732992,0,5,16864920,11,5,45,32.8,1082,33,54.1,5793,107,19,24,1,1,5
20212,1123000029,CS000000,0,3,7199.089302,1012732992,0,5,16864920,11,2,45,32.8,1082,33,54.1,5793,107,19,24,1,1,5
20212,1123000029,CS000000,0,3,7199.089302,1012732992,0,5,16864920,11,3,45,32.8,1082,33,54.1,5793,107,19,24,1,1,5
20212,1123000029,CS100000,0,1,7199.089302,604570406,0,5,16864920,11,5,45,30.9,402,13,42,1848,44,5,6,1,1,1
20212,1123000029,CS100000,0,1,7199.089302,604570406,0,5,16864920,11,2,45,30.9,402,13,42,1848,44,5,6,1,1,1
20212,1123000029,CS100000,0,1,7199.089302,604570406,0,5,16864920,11,3,45,30.9,402,13,42,1848,44,5,6,1,1,1
20212,1123000029,CS100001,0,0,7199.089302,525583740,0,5,16864920,11,5,45,22.5,90,4,54.6,929,17,4,4,0,0,0
20212,1123000029,CS100001,0,0,7199.089302,525583740,0,5,16864920,11,2,45,22.5,90,4,54.6,929,17,4,4,0,0,0
20212,1123000029,CS100001,0,0,7199.089302,525583740,0,5,16864920,11,3,45,22.5,90,4,54.6,929,17,4,4,0,0,0
20212,1123000029,CS100010,0,0,7199.089302,78986666,0,5,16864920,11,5,45,61.5,123,2,61.5,123,2,0,1,1,1,1
20212,1123000029,CS100010,0,0,7199.089302,78986666,0,5,16864920,11,2,45,61.5,123,2,61.5,123,2,0,1,1,1,1
20212,1123000029,CS100010,0,0,7199.089302,78986666,0,5,16864920,11,3,45,61.5,123,2,61.5,123,2,0,1,1,1,1
20212,1123000029,CS200000,0,2,7199.089302,64550685,0,5,16864920,11,5,45,31.3,376,12,69.7,1463,21,9,10,0,0,1
20212,1123000029,CS200000,0,2,7199.089302,64550685,0,5,16864920,11,2,45,31.3,376,12,69.7,1463,21,9,10,0,0,1
20212,1123000029,CS200000,0,2,7199.089302,64550685,0,5,16864920,11,3,45,31.3,376,12,69.7,1463,21,9,10,0,0,1
20212,1123000029,CS200024,0,1,7199.089302,19737557,0,5,16864920,11,5,45,19.7,59,3,19.7,59,3,0,1,0,0,1
20212,1123000029,CS200024,0,1,7199.089302,19737557,0,5,16864920,11,2,45,19.7,59,3,19.7,59,3,0,1,0,0,1
20212,1123000029,CS200024,0,1,7199.089302,19737557,0,5,16864920,11,3,45,19.7,59,3,19.7,59,3,0,1,0,0,1
20212,1123000029,CS300000,0,0,7199.089302,343611901,0,5,16864920,11,5,45,38,304,8,59.1,2482,42,5,8,0,0,3
20212,1123000029,CS300000,0,0,7199.089302,343611901,0,5,16864920,11,2,45,38,304,8,59.1,2482,42,5,8,0,0,3
20212,1123000029,CS300000,0,0,7199.089302,343611901,0,5,16864920,11,3,45,38,304,8,59.1,2482,42,5,8,0,0,3
20212,1123000029,CS300002,0,0,7199.089302,343611901,0,5,16864920,11,5,45,61.7,185,3,80.2,401,5,0,2,0,0,2
20212,1123000029,CS300002,0,0,7199.089302,343611901,0,5,16864920,11,2,45,61.7,185,3,80.2,401,5,0,2,0,0,2
20212,1123000029,CS300002,0,0,7199.089302,343611901,0,5,16864920,11,3,45,61.7,185,3,80.2,401,5,0,2,0,0,2
20213,1123000029,CS000000,0,3,7199.089302,991741678,0,5,16864920,11,6,45,33,1121,34,54.2,5853,108,19,25,1,0,6
20213,1123000029,CS000000,0,3,7199.089302,991741678,0,5,16864920,11,2,45,33,1121,34,54.2,5853,108,19,25,1,0,6
20213,1123000029,CS000000,0,3,7199.089302,991741678,0,5,16864920,11,4,45,33,1121,34,54.2,5853,108,19,25,1,0,6
20213,1123000029,CS100000,0,1,7199.089302,563264550,0,5,16864920,11,6,45,31.8,414,13,42.3,1860,44,5,6,0,0,1
20213,1123000029,CS100000,0,1,7199.089302,563264550,0,5,16864920,11,2,45,31.8,414,13,42.3,1860,44,5,6,0,0,1
20213,1123000029,CS100000,0,1,7199.089302,563264550,0,5,16864920,11,4,45,31.8,414,13,42.3,1860,44,5,6,0,0,1
20213,1123000029,CS100001,0,0,7199.089302,439543088,0,5,16864920,11,6,45,24.8,99,4,55.2,938,17,4,4,0,0,0
20213,1123000029,CS100001,0,0,7199.089302,439543088,0,5,16864920,11,2,45,24.8,99,4,55.2,938,17,4,4,0,0,0
20213,1123000029,CS100001,0,0,7199.089302,439543088,0,5,16864920,11,4,45,24.8,99,4,55.2,938,17,4,4,0,0,0
20213,1123000029,CS100010,0,0,7199.089302,123721462,0,5,16864920,11,6,45,61.5,123,2,61.5,123,2,0,1,0,0,1
20213,1123000029,CS100010,0,0,7199.089302,123721462,0,5,16864920,11,2,45,61.5,123,2,61.5,123,2,0,1,0,0,1
20213,1123000029,CS100010,0,0,7199.089302,123721462,0,5,16864920,11,4,45,61.5,123,2,61.5,123,2,0,1,0,0,1
20213,1123000029,CS200000,0,2,7199.089302,44905746,0,5,16864920,11,6,45,32.8,394,12,71,1490,21,9,10,0,0,1
20213,1123000029,CS200000,0,2,7199.089302,44905746,0,5,16864920,11,2,45,32.8,394,12,71,1490,21,9,10,0,0,1
20213,1123000029,CS200000,0,2,7199.089302,44905746,0,5,16864920,11,4,45,32.8,394,12,71,1490,21,9,10,0,0,1
20213,1123000029,CS200024,0,1,7199.089302,18253394,0,5,16864920,11,6,45,20.7,62,3,20.7,62,3,0,1,0,0,1
20213,1123000029,CS200024,0,1,7199.089302,18253394,0,5,16864920,11,2,45,20.7,62,3,20.7,62,3,0,1,0,0,1
20213,1123000029,CS200024,0,1,7199.089302,18253394,0,5,16864920,11,4,45,20.7,62,3,20.7,62,3,0,1,0,0,1
20213,1123000029,CS300000,0,0,7199.089302,383571382,0,5,16864920,11,6,45,34.8,313,9,58.2,2503,43,5,9,1,0,4
20213,1123000029,CS300000,0,0,7199.089302,383571382,0,5,16864920,11,2,45,34.8,313,9,58.2,2503,43,5,9,1,0,4
20213,1123000029,CS300000,0,0,7199.089302,383571382,0,5,16864920,11,4,45,34.8,313,9,58.2,2503,43,5,9,1,0,4
20213,1123000029,CS300002,0,0,7199.089302,383571382,0,5,16864920,11,6,45,63.7,191,3,81.4,407,5,0,2,0,0,2
20213,1123000029,CS300002,0,0,7199.089302,383571382,0,5,16864920,11,2,45,63.7,191,3,81.4,407,5,0,2,0,0,2
20213,1123000029,CS300002,0,0,7199.089302,383571382,0,5,16864920,11,4,45,63.7,191,3,81.4,407,5,0,2,0,0,2
20214,1123000029,CS000000,1,4,7199.089302,1061853400,25,5,16864920,11,4,45,34.5,1138,33,54.8,5916,108,19,25,0,0,6
20214,1123000029,CS000000,1,4,7199.089302,1061853400,25,5,16864920,11,2,45,34.5,1138,33,54.8,5916,108,19,25,0,0,6
20214,1123000029,CS100000,0,1,7199.089302,625400830,0,5,16864920,11,4,45,32.8,426,13,42.5,1872,44,5,6,0,0,1
20214,1123000029,CS100000,0,1,7199.089302,625400830,0,5,16864920,11,2,45,32.8,426,13,42.5,1872,44,5,6,0,0,1
20214,1123000029,CS100001,0,0,7199.089302,513096384,0,5,16864920,11,4,45,27,108,4,55.7,947,17,4,4,0,0,0
20214,1123000029,CS100001,0,0,7199.089302,513096384,0,5,16864920,11,2,45,27,108,4,55.7,947,17,4,4,0,0,0
20214,1123000029,CS100009,0,0,7199.089302,9485042,0,5,16864920,11,4,45,12.5,25,2,29,116,4,1,1,0,0,0
20214,1123000029,CS100009,0,0,7199.089302,9485042,0,5,16864920,11,2,45,12.5,25,2,29,116,4,1,1,0,0,0
20214,1123000029,CS100010,0,0,7199.089302,102819404,0,5,16864920,11,4,45,61.5,123,2,61.5,123,2,0,1,0,0,1
20214,1123000029,CS100010,0,0,7199.089302,102819404,0,5,16864920,11,2,45,61.5,123,2,61.5,123,2,0,1,0,0,1
20214,1123000029,CS200000,0,2,7199.089302,35836976,0,5,16864920,11,4,45,34.3,412,12,72.2,1517,21,9,10,0,0,1
20214,1123000029,CS200000,0,2,7199.089302,35836976,0,5,16864920,11,2,45,34.3,412,12,72.2,1517,21,9,10,0,0,1
20214,1123000029,CS200024,0,1,7199.089302,16787331,0,5,16864920,11,4,45,21.7,65,3,21.7,65,3,0,1,0,0,1
20214,1123000029,CS200024,0,1,7199.089302,16787331,0,5,16864920,11,2,45,21.7,65,3,21.7,65,3,0,1,0,0,1
20214,1123000029,CS300000,1,1,7199.089302,400615594,100,5,16864920,11,4,45,37.5,300,8,58.8,2527,43,5,9,0,0,4
20214,1123000029,CS300000,1,1,7199.089302,400615594,100,5,16864920,11,2,45,37.5,300,8,58.8,2527,43,5,9,0,0,4
20214,1123000029,CS300002,0,0,7199.089302,400615594,0,5,16864920,11,4,45,65.7,197,3,82.6,413,5,0,2,0,0,2
20214,1123000029,CS300002,0,0,7199.089302,400615594,0,5,16864920,11,2,45,65.7,197,3,82.6,413,5,0,2,0,0,2
20221,1123000029,CS000000,4,7,7199.089302,1021084455,57.14285714,5,16864920,11,4,45,34.7,1180,34,54.9,5979,109,19,25,1,1,6
20221,1123000029,CS000000,4,7,7199.089302,1021084455,57.14285714,5,16864920,11,2,45,34.7,1180,34,54.9,5979,109,19,25,1,1,6
20221,1123000029,CS100000,1,1,7199.089302,544909837,100,5,16864920,11,4,45,33.7,438,13,42.8,1884,44,5,6,0,0,1
20221,1123000029,CS100000,1,1,7199.089302,544909837,100,5,16864920,11,2,45,33.7,438,13,42.8,1884,44,5,6,0,0,1
20221,1123000029,CS100001,1,1,7199.089302,475014216,100,5,16864920,11,4,45,29.3,117,4,56.2,956,17,4,4,0,0,0
20221,1123000029,CS100001,1,1,7199.089302,475014216,100,5,16864920,11,2,45,29.3,117,4,56.2,956,17,4,4,0,0,0
20221,1123000029,CS100009,0,0,7199.089302,16163858,0,5,16864920,11,4,45,14,28,2,29.8,119,4,1,1,0,0,0
20221,1123000029,CS100009,0,0,7199.089302,16163858,0,5,16864920,11,2,45,14,28,2,29.8,119,4,1,1,0,0,0
20221,1123000029,CS100010,0,0,7199.089302,53731763,0,5,16864920,11,4,45,61.5,123,2,61.5,123,2,0,1,0,0,1
20221,1123000029,CS100010,0,0,7199.089302,53731763,0,5,16864920,11,2,45,61.5,123,2,61.5,123,2,0,1,0,0,1
20221,1123000029,CS200000,2,4,7199.089302,84878392,50,5,16864920,11,4,45,33.1,430,13,70.2,1544,22,10,11,1,0,1
20221,1123000029,CS200000,2,4,7199.089302,84878392,50,5,16864920,11,2,45,33.1,430,13,70.2,1544,22,10,11,1,0,1
20221,1123000029,CS200024,0,1,7199.089302,16556562,0,5,16864920,11,4,45,22.7,68,3,22.7,68,3,0,1,0,0,1
20221,1123000029,CS200024,0,1,7199.089302,16556562,0,5,16864920,11,2,45,22.7,68,3,22.7,68,3,0,1,0,0,1
20221,1123000029,CS300000,1,2,7199.089302,391296226,50,5,16864920,11,4,45,39,312,8,59.3,2551,43,4,8,0,1,4
20221,1123000029,CS300000,1,2,7199.089302,391296226,50,5,16864920,11,2,45,39,312,8,59.3,2551,43,4,8,0,1,4
20222,1123000029,CS000000,4,5,7199.089302,1164199019,80,5,16864920,11,1,45,34.9,1153,33,55,6045,110,20,26,1,0,6
20222,1123000029,CS100000,1,1,7199.089302,712914675,100,5,16864920,11,1,45,35.5,426,12,43.1,1896,44,5,6,0,0,1
20222,1123000029,CS100001,1,1,7199.089302,631460458,100,5,16864920,11,1,45,34,102,3,56.8,965,17,4,4,0,0,0
20222,1123000029,CS100009,0,0,7199.089302,34640047,0,5,16864920,11,1,45,15.5,31,2,30.5,122,4,1,1,0,0,0
20222,1123000029,CS100010,0,0,7199.089302,46814170,0,5,16864920,11,1,45,61.5,123,2,61.5,123,2,0,1,0,0,1
20222,1123000029,CS200000,2,2,7199.089302,42502386,100,5,16864920,11,1,45,32.2,451,14,68.4,1574,23,11,12,1,0,1
20222,1123000029,CS200024,0,0,7199.089302,21081449,0,5,16864920,11,1,45,23.7,71,3,23.7,71,3,0,1,0,0,1
20222,1123000029,CS300000,1,2,7199.089302,408781958,50,5,16864920,11,1,45,39.4,276,7,59.9,2575,43,4,8,0,0,4
20223,1123000029,CS000000,5,7,7199.089302,1378880091,71.42857143,5,16864920,11,3,45,33.6,1076,32,55.1,6115,111,19,25,1,2,6
20223,1123000029,CS100000,2,2,7199.089302,893525906,100,5,16864920,11,3,45,33.8,439,13,42.4,1909,45,5,6,1,1,1
20223,1123000029,CS100001,2,2,7199.089302,793895547,100,5,16864920,11,3,45,28,112,4,54.2,975,18,4,4,1,1,0
20223,1123000029,CS100009,0,0,7199.089302,53711154,0,5,16864920,11,3,45,17,34,2,31.3,125,4,1,1,0,0,0
20223,1123000029,CS100010,0,0,7199.089302,45919205,0,5,16864920,11,3,45,61.5,123,2,61.5,123,2,0,1,0,0,1
20223,1123000029,CS200000,2,2,7199.089302,49564186,100,5,16864920,11,3,45,29.1,349,12,69.9,1607,23,10,11,0,1,1
20223,1123000029,CS200024,0,0,7199.089302,26054299,0,5,16864920,11,3,45,24.7,74,3,24.7,74,3,0,1,0,0,1
20223,1123000029,CS300000,1,3,7199.089302,435789999,33.33333333,5,16864920,11,3,45,41.1,288,7,60.4,2599,43,4,8,0,0,4
20224,1123000029,CS000000,6,8,7199.089302,1371222031,75,5,16864920,11,1,52,35.2,1127,32,55.7,6187,111,19,25,0,0,6
20224,1123000029,CS100000,2,2,7199.089302,832297819,100,5,16864920,11,1,52,34.9,454,13,42.8,1924,45,5,6,0,0,1
20224,1123000029,CS100001,2,2,7199.089302,767722439,100,5,16864920,11,1,52,31,124,4,54.8,987,18,4,4,0,0,0
20224,1123000029,CS100009,0,0,7199.089302,32888962,0,5,16864920,11,1,52,18.5,37,2,32,128,4,1,1,0,0,0
20224,1123000029,CS100010,0,0,7199.089302,31686418,0,5,16864920,11,1,52,61.5,123,2,61.5,123,2,0,1,0,0,1
20224,1123000029,CS200000,3,4,7199.089302,122195280,75,5,16864920,11,1,52,31.1,373,12,71.3,1640,23,10,11,0,0,1
20224,1123000029,CS200024,1,1,7199.089302,11185521,100,5,16864920,11,1,52,25.7,77,3,25.7,77,3,0,1,0,0,1
20224,1123000029,CS300000,1,2,7199.089302,416728932,50,5,16864920,11,1,52,42.9,300,7,61,2623,43,4,8,0,0,4
20232,1123000029,CS000000,5,7,7199.089302,1131320264,71.42857143,5,16864920,11,1,52,35.3,1131,32,56.5,6331,112,20,25,1,1,5
20232,1123000029,CS100000,2,2,7199.089302,658833762,100,5,16864920,11,1,52,29.7,386,13,42.5,1954,46,6,6,1,1,0
20232,1123000029,CS100001,2,2,7199.089302,622145020,100,5,16864920,11,1,52,37,148,4,56.2,1011,18,4,4,0,0,0
20232,1123000029,CS100009,0,0,7199.089302,36346231,0,5,16864920,11,1,52,21.5,43,2,33.5,134,4,1,1,0,0,0
20232,1123000029,CS100010,0,0,7199.089302,342511,0,5,16864920,11,1,52,12.5,25,2,41,123,3,1,1,1,1,0
20232,1123000029,CS200000,3,4,7199.089302,44391548,75,5,16864920,11,1,52,35.1,421,12,74.2,1706,23,10,11,0,0,1
20232,1123000029,CS200024,1,1,7199.089302,26212669,100,5,16864920,11,1,52,27.7,83,3,27.7,83,3,0,1,0,0,1
20232,1123000029,CS300000,0,1,7199.089302,428094954,0,5,16864920,11,1,52,46.3,324,7,62.1,2671,43,4,8,0,0,4
20233,1123000029,CS000000,4,5,7199.089302,1066698357,80,5,16864920,11,2,52,37.1,1187,32,57.2,6408,112,20,25,0,0,5
