SUD_CD,COAR_CD
1123001976 ,1106083010030 
1123002011 ,1106083010006 
1123002013 ,1106083010001 
1123002014 ,1106083010023 
1123002015 ,1106083010001 
1123001924 ,1106083010007 
1123001925 ,1106083010018 
1123001927 ,1106083010031 
1123001928 ,1106083010111 
1123001929 ,1106083010107 
1123001931 ,1106083010018 
1123001977 ,1106083010022 
1123001978 ,1106083010027 
1123002016 ,1106083010017 
1123002017 ,1106083010001 
1123002018 ,1106083010006 
1123001980 ,1106083010027 
1123001983 ,1106083010033 
1123001986 ,1106083010032 
1123002020 ,1106083010001 
1123002021 ,1106083010013 
1123002022 ,1106083010001 
1123002023 ,1106083010023 
1123001944 ,1106083010018 
1123001946 ,1106083010009 
1123001947 ,1106083010018 
1123001948 ,1106083010018 
1123001952 ,1106083010111 
1123001936 ,1106083010202 
1123001938 ,1106083010009 
1123001939 ,1106083010018 
1123001943 ,1106083010031 
1123002091 ,1106083010008 
1123002065 ,1106083010034 
1123002066 ,1106083010002 
1123002067 ,1106083010034 
1123002068 ,1106083010016 
1123002069 ,1106083010034 
1123002070 ,1106083010016 
1123002071 ,1106083010016 
1123002072 ,1106083010034 
1123002073 ,1106083010034 
1123002075 ,1106083010016 
1123002076 ,1106083010016 
1123002077 ,1106083010014 
1123002078 ,1106083010002 
1123002079 ,1106083010014 
1123002080 ,1106083010002 
1123002111 ,1106083010029 
1123002082 ,1106083010016 
1123002083 ,1106083010002 
1123002086 ,1106083010014 
1123002087 ,1106083010002 
1123002088 ,1106083010004 
1123002056 ,1106083010019 
1123002061 ,1106083010025 
1123002062 ,1106083010025 
1123002064 ,1106083010034 
1123002691 ,1106080010020 
1123002674 ,1106080010016 
1123002092 ,1106083010029 
1123002105 ,1106083010024 
1123002106 ,1106083010036 
1123002107 ,1106083010024 
1123002109 ,1106083010036 
1123002110 ,1106083010036 
1123002112 ,1106083010029 
1123002807 ,1106080010018 
1123002733 ,1106080010020 
1123002875 ,1106071010301 
1123002877 ,1106071010016 
1123002841 ,1106071010017 
1123002842 ,1106071010017 
1123002843 ,1106071010204 
1123002738 ,1106080010018 
1123002742 ,1106080010018 
1123002886 ,1106071010011 
1123002777 ,1106080010203 
1123002844 ,1106071010017 
1123002846 ,1106071010017 
1123002848 ,1106071010018 
1123002785 ,1106080010018 
1123002851 ,1106071010018 
1123002853 ,1106071010204 
1123002943 ,1106072010005 
1123002755 ,1106080010002 
1123002715 ,1106080010020 
1123002854 ,1106071010301 
1123002855 ,1106071010017 
1123002858 ,1106071010017 
1123002860 ,1106071010201 
1123002861 ,1106071010202 
1123002862 ,1106071010016 
1123002722 ,1106080010001 
1123002723 ,1106080010020 
1123002863 ,1106071010301 
1123002868 ,1106071010201 
1123002869 ,1106071010301 
1123002872 ,1106071010018 
1123002873 ,1106071010018 
1123000055 ,1106091020701 
1123000056 ,1106091020011 
1123000059 ,1106091020001 
1123000061 ,1106091020011 
1123000062 ,1106091020011 
1123000068 ,1106091020011 
1123000038 ,1106091020008 
1123000039 ,1106091020001 
1123000072 ,1106091020211 
1123000074 ,1106091020701 
1123000076 ,1106091020011 
1123000080 ,1106091020011 
1123000083 ,1106091020011 
1123000041 ,1106091020008 
1123000042 ,1106091020008 
1123000044 ,1106091020008 
1123000046 ,1106091020008 
1123000047 ,1106091020008 
1123000050 ,1106091020001 
1123000051 ,1106091020008 
1123000089 ,1106091020212 
1123000090 ,1106091020015 
1123000091 ,1106091020212 
1123000697 ,1106081030008 
1123000756 ,1106081030008 
1123000613 ,1106081030007 
1123000616 ,1106081030007 
1123000664 ,1106081030007 
1123000666 ,1106081030007 
1123000668 ,1106081030010 
1123000727 ,1106081030008 
1123000677 ,1106081030003 
1123000680 ,1106081030010 
1123000637 ,1106081030010 
1123000686 ,1106081030003 
1123000603 ,1106081030002 
1123000604 ,1106081030002 
1123000559 ,1106081030003 
1123000611 ,1106081030003 
1123000561 ,1106081030002 
1123000562 ,1106081030002 
1123000577 ,1106081030002 
1123000582 ,1106081030003 
1123000584 ,1106081030003 
1123000585 ,1106081030003 
1123000587 ,1106081030003 
1123000595 ,1106081030002 
1123000827 ,1106081020002 
1123000832 ,1106081020002 
1123000833 ,1106081020007 
1123000838 ,1106081020006 
1123000841 ,1106081020006 
1123002389 ,1106082020003 
1123002394 ,1106082020020 
1123002349 ,1106082020009 
1123002352 ,1106082020009 
1123002359 ,1106082020009 
1123002402 ,1106082020104 
1123002406 ,1106082020020 
1123002365 ,1106082020003 
1123002326 ,1106082020009 
1123002328 ,1106082020011 
1123002377 ,1106082020003 
1123002417 ,1106082020102 
1123002380 ,1106082020003 
1123002381 ,1106082020003 
1123000696 ,1106081030001 
1123000698 ,1106081030001 
1123000699 ,1106081030006 
1123000700 ,1106081030012 
1123000701 ,1106081030012 
1123000789 ,1106081020007 
1123000651 ,1106081030006 
1123000612 ,1106081030006 
1123000615 ,1106081030007 
1123000792 ,1106081020007 
1123000659 ,1106081030009 
1123000660 ,1106081030006 
1123000710 ,1106081030012 
1123000759 ,1106081030008 
1123000667 ,1106081030007 
1123000670 ,1106081030012 
1123000671 ,1106081030006 
1123000718 ,1106081030008 
1123000719 ,1106081030001 
1123000721 ,1106081030001 
1123000564 ,1106081030002 
1123000565 ,1106081030002 
1123000566 ,1106081030002 
1123000567 ,1106081030011 
1123000618 ,1106081030009 
1123000619 ,1106081030009 
1123000620 ,1106081030009 
1123000621 ,1106081030011 
1123000568 ,1106081030011 
1123000569 ,1106081030011 
1123000764 ,1106081030008 
1123000765 ,1106081030006 
1123000723 ,1106081030001 
1123000724 ,1106081030001 
1123000725 ,1106081030012 
1123000730 ,1106081030006 
1123000575 ,1106081030011 
1123000527 ,1106081040006 
1123000528 ,1106081040006 
1123000529 ,1106081040006 
1123000530 ,1106081040004 
1123000531 ,1106081040004 
1123000532 ,1106081040004 
1123000773 ,1106081030006 
1123000643 ,1106081030007 
1123000644 ,1106081030007 
1123000535 ,1106081040004 
1123000732 ,1106081030008 
1123000738 ,1106081030001 
1123000740 ,1106081030012 
1123000775 ,1106081030801 
1123000778 ,1106081030012 
1123000692 ,1106081030001 
1123000693 ,1106081030001 
1123000741 ,1106081030006 
1123000743 ,1106081030006 
1123000592 ,1106081030002 
1123000593 ,1106081030002 
1123000645 ,1106081030009 
1123000646 ,1106081030009 
1123000594 ,1106081030002 
1123000596 ,1106081030007 
1123000597 ,1106081030009 
1123000598 ,1106081030009 
1123000599 ,1106081030011 
1123000600 ,1106081030011 
1123000601 ,1106081030011 
1123000783 ,1106081030006 
1123000536 ,1106081040004 
1123000537 ,1106081040004 
1123000744 ,1106081030006 
1123002278 ,1106082020004 
1123002242 ,1106082020004 
1123002245 ,1106082020007 
1123000447 ,1106081040007 
1123000450 ,1106081040007 
1123000452 ,1106081040007 
1123000453 ,1106081040007 
1123000454 ,1106081040007 
1123000478 ,1106081040602 
1123000480 ,1106081040004 
1123000484 ,1106081040004 
1123000485 ,1106081040605 
1123000439 ,1106081040002 
1123000491 ,1106081040603 
1123000493 ,1106081040004 
1123000434 ,1106081040002 
1123000438 ,1106081040007 
1123000469 ,1106081040003 
1123000471 ,1106081040007 
1123000472 ,1106081040007 
1123000500 ,1106081040604 
1123000502 ,1106081040601 
1123000503 ,1106081040004 
1123000504 ,1106081040003 
1123000505 ,1106081040003 
1123000506 ,1106081040004 
1123000460 ,1106081040003 
1123000462 ,1106081040007 
1123000463 ,1106081040003 
1123000510 ,1106081040004 
1123000821 ,1106081020007 
1123002310 ,1106082020017 
1123002257 ,1106082020004 
1123002261 ,1106082020004 
1123002313 ,1106082020014 
1123002315 ,1106082020017 
1123002320 ,1106082020017 
1123002356 ,1106082020501 
1123002271 ,1106082020301 
1123002273 ,1106082020017 
1123002276 ,1106082020004 
1123002329 ,1106082020017 
1123002285 ,1106082020301 
1123002287 ,1106082020017 
1123002290 ,1106082020011 
1123002341 ,1106082020014 
1123002384 ,1106082020017 
1123002296 ,1106082020014 
1123002298 ,1106082020004 
1123002304 ,1106082020301 
1123002243 ,1106082020007 
1123002251 ,1106082020201 
1123002252 ,1106082020004 
1123002253 ,1106082020011 
1123002480 ,1106082020002 
1123002481 ,1106082020006 
1123002482 ,1106082020019 
1123002516 ,1106082020006 
1123002519 ,1106082020016 
1123002520 ,1106082020016 
1123002521 ,1106082020006 
1123002523 ,1106082020002 
1123002525 ,1106082020002 
1123002487 ,1106082020008 
1123002456 ,1106082020008 
1123002459 ,1106082020008 
1123002460 ,1106082020002 
1123002462 ,1106082020018 
1123002491 ,1106082020018 
1123002494 ,1106082020002 
1123002408 ,1106082020005 
1123002495 ,1106082020006 
1123002496 ,1106082020006 
1123002412 ,1106082020003 
1123002502 ,1106082020018 
1123002504 ,1106082020006 
1123002538 ,1106082020015 
1123002415 ,1106082020005 
1123002416 ,1106082020005 
1123002418 ,1106082020005 
1123002421 ,1106082020003 
1123002465 ,1106082020019 
1123002467 ,1106082020008 
1123002505 ,1106082020006 
1123002506 ,1106082020002 
1123002507 ,1106082020002 
1123002508 ,1106082020002 
1123002509 ,1106082020012 
1123002382 ,1106082020502 
1123002383 ,1106082020002 
1123002425 ,1106082020002 
1123002474 ,1106082020019 
1123002475 ,1106082020019 
1123002428 ,1106082020103 
1123002430 ,1106082020005 
1123002432 ,1106082020002 
1123002476 ,1106082020019 
1123002477 ,1106082020002 
1123002444 ,1106082020005 
1123002445 ,1106082020005 
1123002439 ,1106082020101 
1123002440 ,1106082020008 
1123002442 ,1106082020002 
1129001858 ,1108060010015 
1129001829 ,1108060010015 
1129001831 ,1108060010015 
1129001832 ,1108060010015 
1129001851 ,1108060010015 
1129001852 ,1108060010015 
1129001942 ,1108060010016 
1123000210 ,1106091010004 
1123000695 ,1106081010002 
1123000786 ,1106081010004 
1123000656 ,1106081010001 
1123000657 ,1106081010009 
1123000658 ,1106081010013 
1123000705 ,1106081010003 
1123000707 ,1106081010007 
1123000606 ,1106081010003 
1123000607 ,1106081010001 
1123000755 ,1106081010005 
1123000757 ,1106081010005 
1123000614 ,1106081010001 
1123000661 ,1106081010001 
1123000663 ,1106081010002 
1123000712 ,1106081010008 
1123000713 ,1106081010005 
1123000760 ,1106081010002 
1123000665 ,1106081010009 
1123000669 ,1106081010003 
1123000715 ,1106081010008 
1123000563 ,1106081010011 
1123000511 ,1106081010010 
1123000515 ,1106081010010 
1123000516 ,1106081010011 
1123000570 ,1106081010011 
1123000623 ,1106081010009 
1123000628 ,1106081010009 
1123000629 ,1106081010012 
1123000673 ,1106081010003 
1123000519 ,1106081010011 
1123000726 ,1106081010005 
1123000770 ,1106081030004 
1123000676 ,1106081010013 
1123000678 ,1106081010003 
1123000679 ,1106081010005 
1123000729 ,1106081010013 
1123000731 ,1106081010008 
1123000576 ,1106081010011 
1123000632 ,1106081010009 
1123000633 ,1106081010002 
1123000771 ,1106081010004 
1123000772 ,1106081010004 
1123000635 ,1106081010009 
1123000636 ,1106081010007 
1123000640 ,1106081010003 
1123000681 ,1106081010007 
1123000682 ,1106081030004 
1123000684 ,1106081010002 
1123000685 ,1106081010008 
1123000688 ,1106081010008 
1123000733 ,1106081010004 
1123000737 ,1106081030004 
1123000777 ,1106081010008 
1123000742 ,1106081010008 
1123000588 ,1106081010007 
1123000591 ,1106081010012 
1123000649 ,1106081010001 
1123000602 ,1106081010012 
1123000784 ,1106081010004 
1123000752 ,1106081010005 
1123000550 ,1106081010010 
1123000552 ,1106081010010 
1123000546 ,1106081010010 
1123000747 ,1106081010005 
1123002246 ,1106082020007 
1123002247 ,1106082010007 
1123002768 ,1106080010008 
1123002773 ,1106080010003 
1123002775 ,1106080010008 
1123002518 ,1106082010012 
1123002555 ,1106082010005 
1123002561 ,1106082010005 
1123002531 ,1106082010012 
1123002532 ,1106082010012 
1123002535 ,1106082010005 
1123002514 ,1106082010012 
1123002515 ,1106082010010 
1123002554 ,1106082010005 
1123002808 ,1106080010010 
1123002814 ,1106080010012 
1123002734 ,1106080010011 
1123002735 ,1106080010011 
1123002739 ,1106080010011 
1123002745 ,1106080010011 
1123002779 ,1106080010012 
1123002781 ,1106080010003 
1123002783 ,1106080010012 
1123002784 ,1106080010008 
1123002748 ,1106080010011 
1123002750 ,1106080010003 
1123002752 ,1106080010008 
1123002754 ,1106080010003 
1123002787 ,1106080010012 
1123002789 ,1106080010015 
1123002790 ,1106080010015 
1123002791 ,1106080010008 
1123002792 ,1106080010008 
1123002793 ,1106080010012 
1123002796 ,1106080010012 
1123002758 ,1106080010003 
1123002759 ,1106080010003 
1123002760 ,1106080010003 
1123002762 ,1106080010008 
1123002763 ,1106080010008 
1123002764 ,1106080010008 
1123002798 ,1106080010015 
1123002725 ,1106080010011 
1123002601 ,1106082010015 
1123002602 ,1106082010015 
1123002604 ,1106082010104 
1123002607 ,1106082010011 
1123002840 ,1106080010005 
1123002816 ,1106080010010 
1123002818 ,1106080010010 
1123002819 ,1106080010010 
1123002820 ,1106080010012 
1123002823 ,1106080010012 
1123002824 ,1106080010012 
1123002825 ,1106080010012 
1123002826 ,1106080010010 
1123002828 ,1106080010010 
1123002829 ,1106080010007 
1123002830 ,1106080010007 
1123002831 ,1106080010007 
1123002600 ,1106082010101 
1123002834 ,1106080010007 
1123002393 ,1106082010006 
1123002395 ,1106082010009 
1123002396 ,1106082010009 
1123002348 ,1106082010006 
1123002350 ,1106082010006 
1123002351 ,1106082010006 
1123002353 ,1106082010006 
1123002397 ,1106082010009 
1123002398 ,1106082010009 
1123002399 ,1106082010009 
1123002413 ,1106082010009 
1123002373 ,1106082010006 
1123002374 ,1106082010009 
1123002375 ,1106082010006 
1123002376 ,1106082010006 
1123002337 ,1106082010006 
1123002451 ,1106082010009 
1123002483 ,1106082010014 
1123002485 ,1106082010014 
1123002454 ,1106082010014 
1123002490 ,1106082010010 
1123002414 ,1106082010009 
1123002500 ,1106082010010 
1123002501 ,1106082010010 
1123002503 ,1106082010010 
1123002472 ,1106082010014 
1123002473 ,1106082010014 
1123002447 ,1106082010004 
1123002689 ,1106080010021 
1123002690 ,1106080010021 
1123002655 ,1106080010021 
1123002699 ,1106080010021 
1123002700 ,1106080010021 
1123002701 ,1106080010021 
1123002656 ,1106080010022 
1123002662 ,1106080010022 
1123002629 ,1106080010006 
1123002664 ,1106080010022 
1123002707 ,1106080010021 
1123002708 ,1106080010021 
1123002667 ,1106080010022 
1123002668 ,1106080010022 
1123002673 ,1106080010021 
1123002716 ,1106080010013 
1123002634 ,1106080010014 
1123002638 ,1106080010014 
1123002441 ,1106082010004 
1123002675 ,1106080010021 
1123002645 ,1106080010022 
1123002649 ,1106080010021 
1123002654 ,1106080010022 
1123002686 ,1106080010014 
1123002729 ,1106080010013 
1123002692 ,1106080010022 
1123002661 ,1106080010022 
1123002663 ,1106080010014 
1123002705 ,1106080010022 
1123002709 ,1106080010013 
1123002710 ,1106080010013 
1123002711 ,1106080010601 
1123002635 ,1106080010014 
1123002646 ,1106080010022 
1123002648 ,1106080010014 
1123000206 ,1106091010401 
1123001852 ,1106083010303 
1123001876 ,1106083010038 
1123001877 ,1106083010038 
1123001885 ,1106083010008 
1123001888 ,1106083010008 
1123001891 ,1106083010007 
1123001894 ,1106083010038 
1123001864 ,1106083010035 
1123001899 ,1106083010007 
1123001857 ,1106083010302 
1123001860 ,1106083010038 
1123001911 ,1106083010038 
1123001918 ,1106083010008 
1123001878 ,1106083010007 
1123001890 ,1106083010007 
1123001895 ,1106083010007 
1123001870 ,1106083010403 
1123001897 ,1106083010007 
1123001905 ,1106083010007 
1123001906 ,1106083010007 
1123001909 ,1106083010007 
1123001912 ,1106083010007 
1123001919 ,1106083010008 
1123001926 ,1106083010007 
1123001930 ,1106083010008 
1123001933 ,1106083010201 
1123001940 ,1106083010201 
1123002687 ,1106080010301 
1123002688 ,1106080010017 
1123002693 ,1106080010024 
1123002696 ,1106080010017 
1123002697 ,1106080010017 
1123002698 ,1106080010001 
1123002702 ,1106080010017 
1123002657 ,1106080010019 
1123002658 ,1106080010024 
1123002659 ,1106080010106 
1123002660 ,1106080010016 
1123002704 ,1106080010001 
1123002665 ,1106080010019 
1123002713 ,1106080010019 
1123002633 ,1106080010016 
1123002666 ,1106080010019 
1123002669 ,1106080010019 
1123002670 ,1106080010019 
1123002671 ,1106080010301 
1123002672 ,1106080010024 
1123002714 ,1106080010601 
1123002636 ,1106080010016 
1123002637 ,1106080010105 
1123002639 ,1106080010016 
1123002641 ,1106080010016 
1123002642 ,1106080010104 
1123002676 ,1106080010001 
1123002677 ,1106080010019 
1123002678 ,1106080010001 
1123002679 ,1106080010019 
1123002717 ,1106080010024 
1123002720 ,1106080010017 
1123002643 ,1106080010016 
1123002681 ,1106080010001 
1123002682 ,1106080010001 
1123002683 ,1106080010024 
1123002684 ,1106080010019 
1123002724 ,1106080010017 
1123002644 ,1106080010024 
1123002647 ,1106080010019 
1123002651 ,1106080010016 
1123002652 ,1106080010024 
1123002653 ,1106080010019 
1123002605 ,1106082010002 
1123002517 ,1106082020001 
1123002556 ,1106082020015 
1123002557 ,1106082020015 
1123002558 ,1106082020002 
1123002559 ,1106082020015 
1123002560 ,1106082020016 
1123002562 ,1106082020015 
1123002522 ,1106082010005 
1123002524 ,1106082020016 
1123002526 ,1106082020016 
1123002564 ,1106082020015 
1123002565 ,1106082020015 
1123002528 ,1106082020012 
1123002529 ,1106082020016 
1123002530 ,1106082020016 
1123002533 ,1106082020012 
1123002534 ,1106082020016 
1123002567 ,1106082020015 
1123002569 ,1106082010011 
1123002572 ,1106082010011 
1123002573 ,1106082020015 
1123002574 ,1106082010011 
1123002575 ,1106082020015 
1123002536 ,1106082010005 
1123002537 ,1106082020016 
1123002539 ,1106082020012 
1123002540 ,1106082020002 
1123002541 ,1106082020016 
1123002542 ,1106082020016 
1123002543 ,1106082020016 
1123002510 ,1106082020012 
1123002511 ,1106082020012 
1123002513 ,1106082010012 
1123002544 ,1106082020016 
1123002545 ,1106082010011 
1123002546 ,1106082010107 
1123002548 ,1106082020016 
1123002549 ,1106082020002 
1123002550 ,1106082010011 
1123002551 ,1106082020015 
1123002552 ,1106082020015 
1123002553 ,1106082020015 
1123002611 ,1106082010011 
1123002612 ,1106082010013 
1123002578 ,1106082020015 
1123002579 ,1106082010011 
1123002580 ,1106082010002 
1123002581 ,1106082010002 
1123002582 ,1106082010002 
1123002583 ,1106082010011 
1123002586 ,1106082010002 
1123002589 ,1106082010011 
1123002591 ,1106082010011 
1123002592 ,1106082010002 
1123002593 ,1106082020015 
1123002594 ,1106082010002 
1123002595 ,1106082010013 
1123002596 ,1106082010013 
1123000714 ,1106081030004 
1123000768 ,1106081030006 
1123000769 ,1106081030006 
1123000642 ,1106081030004 
1123000683 ,1106081030301 
1123000687 ,1106081030004 
1123000734 ,1106081030004 
1123000735 ,1106081030004 
1123000736 ,1106081030201 
1123000750 ,1106081030006 
1123000745 ,1106081030006 
1123002244 ,1106082020007 
1123002248 ,1106082020007 
1123002603 ,1106082010013 
1123002606 ,1106082010013 
1123002608 ,1106082010013 
1123002609 ,1106082010011 
1123002610 ,1106082010011 
1123002584 ,1106082010103 
1123002587 ,1106082010011 
1123002590 ,1106082010102 
1123002597 ,1106082010011 
1123002599 ,1106082010011 
1123002836 ,1106080010005 
1129003630 ,1108084010009 
1129003631 ,1108084010009 
1129003632 ,1108084010009 
1129003635 ,1108084010009 
1129003638 ,1108084020016 
1129003628 ,1108084010005 
1129003629 ,1108084010009 
1129003626 ,1108084010005 
1129003627 ,1108084010005 
1123002392 ,1106082010007 
1123002478 ,1106082010008 
1123002479 ,1106082010008 
1123002484 ,1106082010008 
1123002486 ,1106082020001 
1123002488 ,1106082010008 
1123002403 ,1106082010009 
1123002458 ,1106082010007 
1123002461 ,1106082010008 
1123002464 ,1106082020001 
1123002409 ,1106082010007 
1123002410 ,1106082010004 
1123002497 ,1106082010008 
1123002498 ,1106082010012 
1123002411 ,1106082010009 
1123002499 ,1106082010010 
1123002466 ,1106082010008 
1123002424 ,1106082010004 
1123002468 ,1106082010008 
1123002469 ,1106082010008 
1123002470 ,1106082010008 
1123002471 ,1106082010012 
1123002426 ,1106082010004 
1123002429 ,1106082010007 
1123002434 ,1106082020013 
1123002446 ,1106082010014 
1123002448 ,1106082010008 
1123002449 ,1106082010014 
1123002452 ,1106082010014 
1123002436 ,1106082010007 
1123002437 ,1106082010004 
1123002438 ,1106082010004 
1123000108 ,1106091010501 
1123000197 ,1106091010005 
1123000198 ,1106091010002 
1123000199 ,1106091010002 
1123000200 ,1106091010002 
1123000203 ,1106091010002 
1123000150 ,1106091010003 
1123000151 ,1106091010005 
1123000153 ,1106091010003 
1123000159 ,1106091010005 
1123000160 ,1106091010004 
1123000161 ,1106091020202 
1123000164 ,1106091010003 
1123000113 ,1106091010501 
1123000114 ,1106091010001 
1123000118 ,1106091010001 
1123000166 ,1106091010003 
1123000169 ,1106091010002 
1123000125 ,1106091010001 
1123000130 ,1106091010003 
1123000133 ,1106091010001 
1123000134 ,1106091010003 
1123000136 ,1106091010003 
1123000177 ,1106091010002 
1123000178 ,1106091010301 
1123000179 ,1106091020901 
1123000181 ,1106091010005 
1123000182 ,1106091010301 
1123000184 ,1106091010005 
1123000092 ,1106091010001 
1123000137 ,1106091010005 
1123000145 ,1106091010003 
1123000148 ,1106091010004 
1123000188 ,1106091010002 
1123000189 ,1106091010005 
1123000190 ,1106091010301 
1123000193 ,1106091010005 
1123000194 ,1106091010005 
1123001847 ,1106083010015 
1123001848 ,1106083010301 
1123001849 ,1106083010003 
1123001851 ,1106083010113 
1123001853 ,1106083010109 
1123001854 ,1106083010035 
1123001837 ,1106083010003 
1123001838 ,1106083010003 
1123001839 ,1106083010003 
1123001840 ,1106083010003 
1123001841 ,1106083010003 
1123001842 ,1106083010003 
1123001843 ,1106083010003 
1123001844 ,1106083010003 
1123001845 ,1106083010003 
1123001846 ,1106083010003 
1123001858 ,1106083010035 
1123002900 ,1106071010006 
1123002901 ,1106071010007 
1123002902 ,1106071010006 
1123002880 ,1106071010014 
1123002839 ,1106080010005 
1123002874 ,1106071010002 
1123002876 ,1106071010014 
1123002878 ,1106071010011 
1123002879 ,1106071010301 
1123002904 ,1106071010003 
1123002905 ,1106071010007 
1123002907 ,1106071010007 
1123002908 ,1106071010003 
1123002938 ,1106071010015 
1123002881 ,1106071010018 
1123002882 ,1106071010005 
1123002883 ,1106071010011 
1123002884 ,1106071010011 
1123002885 ,1106071010016 
